question,label
What is this item?,object
What is this?,object
What is this can?,object
What is this?,object
What is this DVD?,object
What is it?,object
what is it?,object
what is this?,object
What is this photo taken of?,object
What is this?,object
What is this?,object
What is this on this pine tree?,object
What is it?,object
What is this?,object
"What is this, please?",object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
what is this picture of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this device?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this?  ,object
What is this please? ,object
What is it that I'm looking at?,object
What is this?,object
What is this a picture of? Thinking.,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this please?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?  ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What's this? What is it? What is it? ,object
What is it that I'm looking at here?,object
What is this? Thank you! ,object
What is this carton?,object
What is this can?,object
What is this.,object
What is this?,object
What is this?,object
What is this?,object
"What is this, please?",object
What is this?,object
What is this package?,object
What is this?,object
What is this object?,object
What is this spice?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is it? What is it?,object
What is this?,object
What is this product?,object
What is this?,object
What is it? ,object
What is this please?,object
What is this?,object
What is this dessert?,object
What is this item?,object
What is this?,object
"What is, what is this?",object
What is it?,object
What is this?,object
WHAT IS THIS?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this screensaver because the last thing it said was installing updates but then it stopped speaking to me?,object
What is this?,object
What is this please?,object
What is this please?,object
What is this bottle?,object
What is this?,object
What is this cleaner?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this please?,object
What is this box?,object
what is this?,object
What is this item?,object
What is this?,object
What is this?,object
what is this exactly?,object
What is this item?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
"What is it? What is it? let's see if this works, alright I couldn't do it in my class.",object
What is this item?,object
What is this?,object
What is this?>,object
What is this item?,object
What is this product?,object
What is this picture of?,object
What is this spice?,object
What is this?,object
What is it?,object
What is this? Take a picture of something it'll tell you what it is.,object
What is this?,object
What is it?,object
What is this ?,object
"What is this object? Ok, so I recorded a question.",object
What is this item?,object
What is this a bottle of thank you,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
what is this?,object
"What you can see in this picture, what is it?",object
What is this?,object
What is this item?,object
What is this item?,object
What is this?,object
What is it?,object
What is this?,object
"What is this, please? ",object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this box?  ,object
What is this package?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this stuff? ,object
What is this? ,object
What is this please,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this item?,object
What is this title,object
What is this?,object
What is this object?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
what is this?,object
Oh. What is this object?,object
What is this a picture of?,object
What is this card be?,object
what is this?,object
What is this?,object
What is this in the jar?,object
What is this?,object
What is this bag?,object
What is this product?,object
What is this beverage?,object
What is this?,object
What is this CD? ,object
What is this for?,object
What is this product?,object
What is this?,object
What is it?,object
What is it?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this product?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this chocolate?,object
What is this?,object
What is this a bottle of? Thanks.,object
What is this? There's a damn spider up there.,object
What is this color?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
what is it?,object
What is this item?,object
What is this?,object
What is this paper?,object
WHAT IS THIS,object
What is this?,object
What is this dish?,object
what is this?,object
What is this card?,object
What is this box?,object
What is it?,object
What is this? ,object
What is this book called? ,object
What is this can?,object
"What is this sears and robuck 5 page fishing rod, what is the value of it?",object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this dinner?,object
What is this?,object
What is this?,object
What is this?,object
What is this bag?  Can you tell what it is?,object
What is this?,object
What is this?,object
what is this,object
What is this?,object
What is this can?,object
What is this?,object
Record a question saying what is this item? And then,object
What is this meat?,object
What is this?,object
What is this?,object
What is this?,object
What is this coin?,object
What is this called?,object
What is this?,object
What is this?,object
what is this?,object
What is this and is it to be put in the microwave? Or does it even say?,object
What is this?,object
What is this?,object
What is this?,object
What's this? What is this?,object
What is this shirt?,object
What is this currency?,object
What is this?,object
What is this product and what color is it?,object
What is this? ,object
What is this?,object
What is this product?,object
What is this?,object
"What is this, please?",object
What is this?,object
What is this sea creature that walked up on the beach?,object
What is it?,object
What is this?,object
What is this?,object
What is this product? What kind of can?,object
What is this beverage?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this product?,object
What is this piece of mail?,object
What is this?,object
what is this,object
What is this? ,object
What is this?,object
What is this?,object
What is this box?,object
What is this showing?,object
WHAT IS THIS? AND PLEASE DISCRIBE THE COLORS.,object
What is this,object
What is it?,object
"Is this, what is this?",object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this medication?,object
What is this?,object
What is this?,object
What is this money?,object
What is it?,object
what is this?,object
What is this?,object
what is this,object
What is this?,object
What is this stand and what color is it?,object
What is this item?,object
What is this item?,object
What is this? ,object
What is this?,object
What is this object?,object
What is this?,object
"Hi, what is this can?",object
What is this?,object
What is this item?,object
What is this item?,object
What is this?,object
What is this frozen dinner and what are the conventional oven instructions time and length of time? Thank you very much.,object
What is this?,object
what is this?,object
What is this?,object
What is this can?,object
What is this pink packet,object
What is this?,object
What is it?,object
What is this object? What is displayed on this monitor?,object
What is this? ,object
What is this?,object
what is this?,object
What is this?,object
what is this ,object
What is this?,object
What is this picture?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this box from?,object
What is this place?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is this person?,object
What is this box of?,object
What is this? It's Italian. Speak as you can.,object
What is this?,object
What is this?,object
what is this?,object
What is this? I want to know.,object
What is this?,object
What is this picture,object
what is this ,object
what is this?,object
What is this?,object
What is this?,object
What is this a picture of? Thank you.,object
What is this?,object
What is this?,object
What is this?,object
What is this CD?,object
What is this word verification?,object
what is this?,object
What is this package?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
Say the question. What is this container? Good.,object
What is this picture of?,object
What is this,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this,object
What is this?,object
what is this item?,object
What is this?,object
What is this?,object
What is it?,object
What is this a picture of?,object
What is this bag look like,object
What is this?,object
What is this?,object
What is this a can of?,object
What is this?,object
What is this?,object
What is this product? And that you don't even have to do that. There's two different ways and I have them both set up. A real person actually looks at it and answers you on a web place and then there's another,object
What is this?,object
What is this?,object
What is this please?,object
What is this item?,object
What is this device?,object
"Hi, what is this, please?  Can you tell me what this is, please?",object
What is this?,object
What is this box?,object
What is this?,object
What is this that I just took a picture of?,object
What is this?,object
What is this item,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this sir?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is it?,object
"What is, what is this?",object
What is this?,object
What is this? ,object
What is this item?,object
what is this,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is it?,object
What is this please?,object
What is this package and is there any other applications like this out there? Or scanning applications that I can read money or other applications with an IPhone with?,object
What is this?,object
What is this?,object
What is it?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this cd?,object
What is it?,object
What is this vegetable?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this item?,object
What is this can? ,object
What is this?,object
What is this?,object
"What is this picture, this item?",object
What is this object?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this thing?,object
what is this?,object
What is this?,object
What is this?,object
"What is this item, please?",object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it say on this tag?,object
What is this?,object
What is this please? What chocolate?,object
What is this?,object
What is this please?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this soda?,object
What is it?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
what is this,object
what is this in front of me?,object
what is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this product,object
What is this?,object
What is this? What is this item?,object
What is this?,object
What is this?,object
What is this?,object
"Can you see what the view is from that window, or is the sun too bright and blocking it?  And if you can see the view, roughly what is it?  Thanks.",object
What is this?,object
what is this?,object
Could you tell me what is this?  ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this a can of?,object
"What is this food item, please?",object
What is this bag of food?,object
What is this product?,object
What is this soup?,object
What is this can?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?  I'm taking a picture?,object
What is this?,object
What is this game? ,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this in this gallon jug? What's the name of it?,object
What is this wine bottle's brand name?,object
What is it?,object
What is this?,object
"What, what is this can?",object
What is this?,object
Is that a water? What is it?,object
What is this box?,object
what is this?,object
What is this a picture of?,object
What is this?,object
What is this can?,object
What is this?,object
What is this cd?,object
What is this?,object
What is this?,object
What is this item?,object
What is this thing?,object
What is this product?,object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this bottle,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this card?,object
What is this?,object
What is this?,object
this is a test. what is this?,object
What is this video game?,object
what is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this,object
What is this?,object
WHat is this jug?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
Is this? What is this?,object
What is this?,object
What is it? No you plug it in. It'll tell you when.,object
What is this and what does it say for instructions on the box?,object
What is this?,object
What is this?,object
What is this symbol?,object
What is this dial indicator pointing to?,object
What is this? Thank you.,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this photo of?,object
What is this?,object
What is this movie?,object
what is this?,object
What is this product?,object
What is this?,object
What is this in front of me?,object
What is this item?,object
What is this?,object
What is this box?,object
What is this?,object
What is this? What is this jacket marker?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this,object
what is this an image of,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
"What is this, please be a bit more specific.",object
What is this?,object
What is this a can of?,object
What is this picture?,object
What is this?,object
What is this?,object
What is this text?,object
What is this box? thank you.,object
What is this,object
What is this?,object
What is it?,object
What is this product?,object
What is this bottle?,object
What is this?,object
What is it?,object
What is this can?,object
What is this? ,object
What is this?,object
What is this please?,object
What is this please?,object
What is this ISBN number?,object
What is this? What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
what is this?,object
What is this stink?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
 What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this,object
What is this?,object
What is this lotion bottle?,object
what is this?,object
What is this?,object
Is there a phone number on this card and what is it?,object
what is this object?,object
"Hello, what is this?",object
What is this?,object
What is this?,object
what is this,object
What is this?,object
What is this?,object
and what is this?,object
What is this color?,object
What is this called ?,object
What is this please?,object
What is this?,object
Could you please tell me what is this? Thank you.,object
What is it?,object
What is this?,object
What is this can?,object
what is this?,object
What is this hanging on the closet door?  Can you tell me?  Please?  Write a detailed description of what it looks like.  I really appreciate this.  Thank you.  Bye.,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this item?,object
What is this can?,object
What is this?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this a bottle of?,object
"Hey there, I was just wondering what did i just take a picture of? I know it's some kind of action figure but what, what is it? ",object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this food and what is the recipe?,object
What is this?,object
What is this,object
What is this please?,object
What is this?,object
What is this product?,object
What is this?,object
What is it?,object
What is this fruit?,object
What is this please?,object
"What is this? It's medication, it's a shiny box. ",object
"What is this, please?",object
What is this?,object
What is this thing?,object
What is this?,object
What is it?,object
"What is this, please?",object
What is this coin?,object
What is this item?,object
What is this?,object
what is this a picture of?,object
What is this?,object
What is this Windows XP error say?,object
what is this?,object
What is this for in particular?,object
What is this title?,object
What is it?,object
What is it?,object
What is this?,object
What is this?,object
what is this item?,object
"What is this, please? ",object
What is this? What is this?,object
What is this?,object
What is this?,object
What is this exactly?,object
What is this product in this can?,object
What is this title?,object
What is this?,object
What is this item?,object
What is this?,object
What is this,object
What is this? All my friends are laughing.,object
What is it?,object
What is this?,object
What is this product?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this a picture of?,object
What is this product?,object
What is this please?,object
What is this?,object
What is this that I took a picture of?,object
What is this item?,object
What is this?,object
What is this can of food?,object
What is this food item?,object
What is this?,object
What is this? What is this? What is this? What is this? What is this?,object
What is this?,object
"What is this card? If it's a restaurant, can you tell me which one? Yeah.",object
What is this?,object
What is this?,object
What is this thing?,object
What is this oil lamp called?,object
What is this?,object
What is this?  ,object
What is this for?,object
What is this food?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this? What color is this?,object
"What is this, what is this?",object
What is this?,object
"What is this, please?",object
What is this product?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
what is this is can?,object
What is this?  What is this?,object
What is this?,object
What is this?,object
What is this plant? ,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this product?,object
"What is this? And it's saying recording, are you through recording?",object
What is this?,object
What is this?,object
What is this,object
What is this item?,object
What is it? ,object
What is this?,object
What is this?,object
what is this product?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this food?,object
What is this?,object
what is this a can of?,object
What is this CD?,object
What is this?,object
What is this? Please tell me.,object
What is this season?,object
What is this?,object
What is this package? thank you.,object
What is this?,object
What is this?,object
what is this item,object
What is this? Shut up.,object
What is this package?,object
What is this?,object
What is it?,object
What is it?,object
What is this picture of?,object
What is this? ,object
What is this object?,object
What is this on the table?,object
What is this?,object
What is this box?,object
what is this item please?,object
What is this?,object
What is this product?,object
What is this?,object
What is this bottle?,object
what is this?,object
What is this thing?,object
What is this item?,object
What is this please?,object
What is it?,object
What is this?,object
What is this item?,object
What is this can?,object
What is this?,object
What is this?,object
What is this product?,object
what is this?,object
What is this?,object
What is it?,object
what is this item?,object
What is it?,object
What is this?,object
what is this?,object
what is this?,object
What is this?,object
What is this package?,object
What is this?,object
What is it?,object
What is this?,object
Please tell me what is this box?  ,object
What is this?,object
What is this?,object
What is this product? Please describe. Thank you.,object
What is this?,object
What is this? It's made in China and it says Smart Cook on it. ,object
What is this?,object
What is this?,object
What is this?,object
What product is this? What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this item?,object
What is this package?,object
What is this?,object
What is this?,object
What is it?,object
What is this product?,object
What is it?,object
What is this product? ,object
What is it?,object
What is this?,object
What is this? ,object
What is this?,object
what is this,object
What is this product?,object
What is this bottle?,object
What is this?,object
What is it?,object
What is this device?,object
What is this? ,object
What is this?,object
what is this? Thank you,object
What is this thing?,object
What is this?,object
What is this?,object
What is this?,object
What is this? Thank you.,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this?,object
"What is this bottle? Or in this bottle? Or what is this product, please?",object
What is it?,object
What is this?,object
What is this?,object
What is this medication? ,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is it?,object
What is it?,object
What is this item?,object
What is it?,object
What is this in the bottle?,object
What is this?,object
what is this?,object
What is this?,object
What is it?,object
what is this,object
What is this box?,object
And what is this picture?,object
What is this?,object
What is this. What is this.,object
What is this product?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this and what are the directions?,object
What is this spice?,object
What is this picture I took?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this? What brand and what flavor? Please.,object
What is this jar?,object
What is this bottle?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is it?,object
what is this product?,object
What is this can of soda?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this color?,object
What is this?,object
What is it?,object
What is this? What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this? What I have in front of me.,object
What is it?,object
What is this study about?,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this can?,object
What is this?,object
What is this item?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
WHAT IS THIS?,object
what is this?,object
What is this item?,object
What is this thermostat set on?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
Is the name of this supplement showing and what is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this can?,object
What is this?,object
what is this can,object
What is this?,object
what is this a picture of?,object
WHAT IS THIS BOTTLE?,object
What is this?,object
What is this?,object
What is this?,object
What is this? Thank you.,object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this picture? What is in this picture?,object
What is this?,object
What is this? Thank you.,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this box of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this a box of?,object
What is it?,object
What is it?,object
What is this?,object
What is this shirt?,object
What is this book?,object
What is this?,object
What is it?,object
What is this item?,object
What is this flavor?,object
What is this?,object
What is this?,object
What is this food product?,object
"What is this picture, please?",object
What is this?,object
What is it?,object
What is this item?,object
What is it?,object
What is this? I don't get that I had to call. Can you get that back to me?,object
What is this a picture of?,object
What is this?,object
"What is this, please?",object
What is this?,object
What is this bottle?,object
What is this ,object
What is this item?,object
What is this can?  ,object
What is this picture of?,object
What is this product?,object
What is this item?,object
What is this?,object
what is it?,object
What is this option? What is this? What is this?,object
What is this drink?,object
What is this?,object
What is this item?,object
What is this?,object
What is this cake mix?,object
What is this packet say?,object
What is this?,object
What is this?,object
What is it set to?,object
What is this?,object
What is this?,object
What am I looking at? What is it?,object
Test. What is this?,object
"What is this? It's Italian, speak as you can.",object
What is this?,object
What is this?,object
What is this? Please tell me.,object
What is this?,object
What is this item?,object
what is this?,object
what is this,object
What is this card the queen of?,object
What is this?,object
What is this?,object
What is this picture?,object
What is this?,object
What is this?,object
What is this item of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this small bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this,object
what is this,object
What is this?,object
What is this package? Thank you.,object
What is this?,object
What is this CD?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this item?,object
What is this?,object
what is this?,object
What is this bottle?,object
What is this?,object
What is this object?,object
What is this?,object
What is this?,object
What is this? What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this and how old is it?,object
What is this?,object
Exactly what is this a picture of? Please?,object
What is this picture of that I just took?,object
What is this item?,object
What is this?,object
What is this box?,object
What is this?,object
What is this item?,object
What is this?,object
"Hello, what is this?",object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this book about?,object
What is this?,object
What is this computer doing?,object
What is this?,object
What is this?,object
What is this?,object
What is this painting?,object
What is this?,object
What is this?,object
What is this meat?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this and is it blu-ray?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this? What is this?,object
What is this?,object
What is this?,object
what is it,object
What is this?,object
"Hey, what is this?",object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this little can?,object
What is this?,object
What is this cd?,object
What is it?,object
What is this please?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this CD?,object
What is this?,object
What is this box?,object
What is this a bottle of? Thank you.,object
what is this please?,object
What is this shirt?,object
What is this?,object
What is it?,object
What is this? ,object
What is this please? What is this please?,object
what is this?,object
What is this?,object
What is this?,object
What is this season?,object
what is this?,object
what is this?,object
what is this?,object
What is this label?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is this picture on the wall - this wall hanging here?  Can you tell me what this is?,object
What is this?,object
what is this ,object
What is this item?,object
what is this?,object
what is this,object
what is this can.,object
What is this?,object
What is this item?,object
What is this?,object
What is this and what do you use it for?,object
What is this? Come on! ,object
What is this?,object
What is this?,object
What is this?,object
What is this box?,object
What is this?,object
"Hi, what is this? Thank you.",object
What is it?,object
What is this product?,object
What is this?,object
What is this item?,object
What is this? What's this a picture of please?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
"What is it, again?",object
What is this?,object
What is this thing in my water?,object
What is this a case for?,object
What is it?,object
What is it?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this please tell me.,object
What is this?,object
What is this?,object
what is it?,object
What is this?,object
What is this?,object
What is this object?,object
What is this?,object
What is this item?,object
What is this?,object
What is this bottle?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this box?,object
I'm just testing.  What is this?  Thank you.,object
"What is this bottle of, please?",object
What is this?,object
What is this?,object
What is this please?,object
What is this and what's on the bottle?,object
What is this title?,object
What is this,object
what is this season?,object
What is this?,object
What is this?,object
What is this? What is this?,object
What is this a picture of?,object
What is this?,object
What is this?,object
What is this?,object
What is this picture?,object
What is this box?,object
What is this?,object
What is this?,object
What is this computer model?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this? ,object
What is this please?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this tin?,object
What is this product?,object
What is this item?,object
What is it?,object
What is this?,object
what is this?,object
What is this can?,object
What is this?,object
What is this wine? Thank you.,object
what is this?,object
what is this item?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
what is this?,object
What is this product?,object
What is this item?,object
What is this item?,object
What is this picture of the keychain?  Not the key but the keychain.,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
"What is this, please?",object
What is this?,object
What is this?,object
What is this item?,object
WHAT IS THIS?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is it?,object
What is this a picture of?,object
What is this?,object
What is this?,object
What is this vegetable?,object
What is this can?,object
What is this product?,object
What is this thing?,object
What is this item and what color is it?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
"What is this? This takes a little while to go through, but I figured it out. ",object
What is this item?,object
What is this a can of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is it?,object
What is this seed?,object
What is this?,object
What is this?,object
What is this meat?,object
What is this?,object
What is this?,object
What is this pattern?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this picture of?,object
What is this product? ,object
"What is this, and what kind of soap is this? Thank you.",object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is this pass?,object
What is this in front of me?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this please?,object
what is this bottle of,object
What is this item?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
"What is this, please?",object
what is this?,object
What is this?,object
What is this?,object
What is this?  Is this the moon?,object
What is it?,object
What is this?,object
What is this?,object
What is this can?,object
What is this meat?,object
What is this a photo of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this medicine?,object
What is this item?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this that I'm holding in my hand?,object
WHat is this?,object
What is this?,object
What is this?,object
What is this DVD?,object
what is this?,object
What is this item?,object
What is this?,object
What is this package?,object
What is this item?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this cheese?,object
what is this?,object
What is this can?,object
What is this?,object
What is this?,object
What is this item?,object
what is this set to?,object
What is this place?,object
What is this?,object
What is this can?,object
what is this,object
What is this?,object
What is this CD?,object
what is this please?,object
what is this item?,object
What is this?,object
What is this DVD?,object
what is this?,object
What is this antique object?,object
What is this product?,object
What is this item?,object
What is this color?,object
What is this package?,object
What is this?,object
What is this?,object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this medicine? ,object
What is it?,object
What is this?,object
What is this meal?,object
What is this?,object
What is this? How long do you work today?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this item?,object
What is this? What is this?,object
what is this painting?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this lotion called? ,object
What is this?,object
What is this?,object
What is this?,object
What is this title?,object
What is this?,object
What is this item?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this please?,object
What is this item used for?,object
What is this a picture of?,object
What is this?,object
What is this.,object
What is this?,object
What is this?,object
What is this?,object
What is this item including make?,object
What is this?,object
What is this in front of me?,object
What is this?,object
What is this?,object
What is this?,object
What is this box?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this object?,object
What is this object?,object
What is this?,object
What is it?,object
What is this?,object
What is this a picture of?,object
Can you tell me what is this?,object
What is this that I am looking at?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this?,object
What is this canned good please? Thank you.,object
What is this?,object
What is this I'm looking at?,object
what is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
what is this?,object
"What is this food, please?",object
What is it?,object
What is it? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
"What is this bottle, what is in this bottle?",object
What is this? And where can I get a better one?,object
What is this?,object
what is this,object
What is this?,object
What is this item?,object
What is this product?,object
What is this a picture of?,object
What is this?,object
What is this?,object
What is this device?,object
What is this?,object
What is it?,object
What is this?,object
What is this plant?,object
What is this manual for?,object
What is this and how can I find it?,object
what is this?,object
what is this object?,object
What is it?,object
what is this?,object
What is this?,object
What is this?,object
